agent_id,starting_date,year,total_work_hours,total_commission,agent_key
104,26/10/1994,2009.0,1782.0,5106.0,1463
104,26/10/1994,2010.0,777.0,1556.0,1464
104,26/10/1994,2011.0,1776.0,5379.0,1465
104,26/10/1994,2012.0,1477.0,3251.0,1466
104,26/10/1994,2013.0,1606.0,6358.0,1467
104,26/10/1994,2014.0,804.0,1297.0,1468
104,26/10/1994,2015.0,634.0,1352.0,1469
104,26/10/1994,2016.0,912.0,1832.0,1470
104,26/10/1994,2017.0,1064.0,5058.0,1471
105,13/3/1998,1998.0,928.0,1417.0,1472
105,13/3/1998,1999.0,1666.0,3192.0,1473
105,13/3/1998,2000.0,896.0,4189.0,1474
105,13/3/1998,2001.0,277.0,1380.0,1475
105,13/3/1998,2002.0,1650.0,2293.0,1476
105,13/3/1998,2003.0,506.0,2497.0,1477
105,13/3/1998,2004.0,899.0,1461.0,1478
105,13/3/1998,2005.0,612.0,2744.0,1479
105,13/3/1998,2006.0,233.0,692.0,1480
105,13/3/1998,2007.0,304.0,1194.0,1481
105,13/3/1998,2008.0,1027.0,2569.0,1482
105,13/3/1998,2009.0,1131.0,4660.0,1483
105,13/3/1998,2010.0,287.0,1394.0,1484
105,13/3/1998,2011.0,1168.0,5041.0,1485
105,13/3/1998,2012.0,1476.0,2821.0,1486
105,13/3/1998,2013.0,1020.0,1605.0,1487
105,13/3/1998,2014.0,501.0,2461.0,1488
105,13/3/1998,2015.0,988.0,4330.0,1489
105,13/3/1998,2016.0,299.0,1199.0,1490
105,13/3/1998,2017.0,1132.0,5001.0,1491
106,28/3/1991,1991.0,1234.0,5588.0,1492
106,28/3/1991,1992.0,1228.0,5979.0,1493
106,28/3/1991,1993.0,1124.0,3800.0,1494
106,28/3/1991,1994.0,915.0,4515.0,1495
106,28/3/1991,1995.0,1316.0,6401.0,1496
106,28/3/1991,1996.0,220.0,1003.0,1497
106,28/3/1991,1997.0,1321.0,2409.0,1498
106,28/3/1991,1998.0,115.0,216.0,1499
106,28/3/1991,1999.0,916.0,1836.0,1500
106,28/3/1991,2000.0,1562.0,1706.0,1501
106,28/3/1991,2001.0,896.0,4362.0,1502
106,28/3/1991,2002.0,1054.0,3684.0,1503
106,28/3/1991,2003.0,800.0,920.0,1504
106,28/3/1991,2004.0,1065.0,1232.0,1505
106,28/3/1991,2005.0,1293.0,5132.0,1506
106,28/3/1991,2006.0,1171.0,5177.0,1507
106,28/3/1991,2007.0,885.0,3770.0,1508
106,28/3/1991,2008.0,454.0,755.0,1509
106,28/3/1991,2009.0,251.0,1023.0,1510
106,28/3/1991,2010.0,1315.0,1505.0,1511
106,28/3/1991,2011.0,1732.0,8435.0,1512
106,28/3/1991,2012.0,136.0,180.0,1513
106,28/3/1991,2013.0,1272.0,3236.0,1514
106,28/3/1991,2014.0,1824.0,8446.0,1515
106,28/3/1991,2015.0,965.0,3250.0,1516
106,28/3/1991,2016.0,206.0,703.0,1517
106,28/3/1991,2017.0,1614.0,2051.0,1518
107,22/7/1994,1994.0,713.0,721.0,1519
107,22/7/1994,1995.0,1568.0,3895.0,1520
107,22/7/1994,1996.0,1391.0,4847.0,1521
107,22/7/1994,1997.0,325.0,568.0,1522
107,22/7/1994,1998.0,1768.0,4262.0,1523
107,22/7/1994,1999.0,903.0,1003.0,1524
107,22/7/1994,2000.0,784.0,3453.0,1525
107,22/7/1994,2001.0,1214.0,2164.0,1526
107,22/7/1994,2002.0,1775.0,2114.0,1527
107,22/7/1994,2003.0,880.0,1258.0,1528
107,22/7/1994,2004.0,1799.0,4262.0,1529
107,22/7/1994,2005.0,1891.0,7395.0,1530
107,22/7/1994,2006.0,1908.0,2379.0,1531
107,22/7/1994,2007.0,309.0,640.0,1532
107,22/7/1994,2008.0,609.0,1579.0,1533
107,22/7/1994,2009.0,344.0,566.0,1534
107,22/7/1994,2010.0,1038.0,4300.0,1535
107,22/7/1994,2011.0,1090.0,5167.0,1536
107,22/7/1994,2012.0,157.0,416.0,1537
107,22/7/1994,2013.0,807.0,2459.0,1538
107,22/7/1994,2014.0,1837.0,3384.0,1539
107,22/7/1994,2015.0,701.0,939.0,1540
107,22/7/1994,2016.0,202.0,382.0,1541
107,22/7/1994,2017.0,293.0,506.0,1542
108,21/2/1995,1995.0,972.0,4237.0,1543
108,21/2/1995,1996.0,1312.0,1951.0,1544
108,21/2/1995,1997.0,266.0,371.0,1545
108,21/2/1995,1998.0,1481.0,5068.0,1546
108,21/2/1995,1999.0,139.0,591.0,1547
108,21/2/1995,2000.0,1079.0,4107.0,1548
108,21/2/1995,2001.0,671.0,2908.0,1549
108,21/2/1995,2002.0,1077.0,1975.0,1550
108,21/2/1995,2003.0,701.0,847.0,1551
108,21/2/1995,2004.0,1139.0,3696.0,1552
108,21/2/1995,2005.0,1915.0,5934.0,1553
108,21/2/1995,2006.0,1602.0,4643.0,1554
108,21/2/1995,2007.0,1819.0,7613.0,1555
108,21/2/1995,2008.0,722.0,1494.0,1556
108,21/2/1995,2009.0,889.0,3027.0,1557
108,21/2/1995,2010.0,178.0,493.0,1558
108,21/2/1995,2011.0,842.0,2791.0,1559
108,21/2/1995,2012.0,604.0,2635.0,1560
108,21/2/1995,2013.0,1499.0,2438.0,1561
108,21/2/1995,2014.0,348.0,1444.0,1562
108,21/2/1995,2015.0,1000.0,4765.0,1563
108,21/2/1995,2016.0,1363.0,1452.0,1564
108,21/2/1995,2017.0,1447.0,6954.0,1565
109,17/1/2001,2001.0,1086.0,4368.0,1566
109,17/1/2001,2002.0,955.0,1787.0,1567
109,17/1/2001,2003.0,392.0,1876.0,1568
109,17/1/2001,2004.0,1541.0,1803.0,1569
109,17/1/2001,2005.0,1605.0,7842.0,1570
109,17/1/2001,2006.0,680.0,1757.0,1571
109,17/1/2001,2007.0,222.0,259.0,1572
109,17/1/2001,2008.0,177.0,591.0,1573
109,17/1/2001,2009.0,910.0,2065.0,1574
109,17/1/2001,2010.0,1374.0,6799.0,1575
109,17/1/2001,2011.0,348.0,576.0,1576
109,17/1/2001,2012.0,542.0,1268.0,1577
109,17/1/2001,2013.0,1400.0,4640.0,1578
109,17/1/2001,2014.0,1055.0,3757.0,1579
109,17/1/2001,2015.0,1326.0,5523.0,1580
109,17/1/2001,2016.0,1576.0,1923.0,1581
109,17/1/2001,2017.0,742.0,2543.0,1582
110,14/4/1998,1998.0,476.0,1261.0,1583
110,14/4/1998,1999.0,1443.0,3336.0,1584
110,14/4/1998,2000.0,853.0,1351.0,1585
110,14/4/1998,2001.0,1399.0,3037.0,1586
110,14/4/1998,2002.0,894.0,3997.0,1587
110,14/4/1998,2003.0,1278.0,6306.0,1588
110,14/4/1998,2004.0,1109.0,3772.0,1589
110,14/4/1998,2005.0,1520.0,3422.0,1590
110,14/4/1998,2006.0,1758.0,2280.0,1591
110,14/4/1998,2007.0,1524.0,5658.0,1592
110,14/4/1998,2008.0,1068.0,3643.0,1593
110,14/4/1998,2009.0,207.0,669.0,1594
110,14/4/1998,2010.0,590.0,1451.0,1595
110,14/4/1998,2011.0,343.0,1400.0,1596
110,14/4/1998,2012.0,285.0,783.0,1597
110,14/4/1998,2013.0,1885.0,5694.0,1598
110,14/4/1998,2014.0,1236.0,5042.0,1599
110,14/4/1998,2015.0,1790.0,2130.0,1600
110,14/4/1998,2016.0,869.0,898.0,1601
110,14/4/1998,2017.0,1691.0,7969.0,1602
111,26/12/2014,2014.0,107.0,124.0,1603
111,26/12/2014,2015.0,1802.0,5863.0,1604
111,26/12/2014,2016.0,96.0,345.0,1605
111,26/12/2014,2017.0,564.0,1788.0,1606
112,4/5/1992,1992.0,1185.0,3444.0,1607
112,4/5/1992,1993.0,1105.0,4016.0,1608
112,4/5/1992,1994.0,1105.0,1751.0,1609
112,4/5/1992,1995.0,1560.0,4853.0,1610
112,4/5/1992,1996.0,1344.0,1452.0,1611
112,4/5/1992,1997.0,1778.0,2542.0,1612
112,4/5/1992,1998.0,1351.0,6197.0,1613
112,4/5/1992,1999.0,1830.0,4671.0,1614
112,4/5/1992,2000.0,712.0,2634.0,1615
112,4/5/1992,2001.0,1160.0,5201.0,1616
112,4/5/1992,2002.0,346.0,516.0,1617
112,4/5/1992,2003.0,718.0,1320.0,1618
112,4/5/1992,2004.0,849.0,2735.0,1619
112,4/5/1992,2005.0,1909.0,3757.0,1620
112,4/5/1992,2006.0,1673.0,6969.0,1621
112,4/5/1992,2007.0,528.0,2496.0,1622
112,4/5/1992,2008.0,1565.0,5904.0,1623
112,4/5/1992,2009.0,96.0,246.0,1624
112,4/5/1992,2010.0,1143.0,4082.0,1625
112,4/5/1992,2011.0,344.0,734.0,1626
112,4/5/1992,2012.0,542.0,881.0,1627
112,4/5/1992,2013.0,1602.0,5176.0,1628
112,4/5/1992,2014.0,558.0,2320.0,1629
112,4/5/1992,2015.0,746.0,2957.0,1630
112,4/5/1992,2016.0,1636.0,1949.0,1631
112,4/5/1992,2017.0,1491.0,2044.0,1632
113,4/2/1993,1993.0,564.0,2640.0,1633
113,4/2/1993,1994.0,1081.0,5180.0,1634
113,4/2/1993,1995.0,687.0,1921.0,1635
113,4/2/1993,1996.0,176.0,245.0,1636
113,4/2/1993,1997.0,1463.0,7008.0,1637
113,4/2/1993,1998.0,1028.0,5080.0,1638
113,4/2/1993,1999.0,1452.0,1559.0,1639
113,4/2/1993,2000.0,1409.0,5033.0,1640
113,4/2/1993,2001.0,542.0,1495.0,1641
113,4/2/1993,2002.0,1147.0,2350.0,1642
113,4/2/1993,2003.0,1726.0,4954.0,1643
113,4/2/1993,2004.0,1902.0,3216.0,1644
113,4/2/1993,2005.0,876.0,1942.0,1645
113,4/2/1993,2006.0,1541.0,3045.0,1646
113,4/2/1993,2007.0,969.0,2362.0,1647
113,4/2/1993,2008.0,866.0,1377.0,1648
113,4/2/1993,2009.0,1884.0,7218.0,1649
113,4/2/1993,2010.0,242.0,1199.0,1650
113,4/2/1993,2011.0,1910.0,4588.0,1651
113,4/2/1993,2012.0,829.0,1604.0,1652
113,4/2/1993,2013.0,1473.0,5831.0,1653
113,4/2/1993,2014.0,1308.0,3488.0,1654
113,4/2/1993,2015.0,820.0,1862.0,1655
113,4/2/1993,2016.0,1271.0,6189.0,1656
113,4/2/1993,2017.0,1370.0,2084.0,1657
114,23/1/2012,2012.0,1812.0,7328.0,1658
114,23/1/2012,2013.0,700.0,1016.0,1659
114,23/1/2012,2014.0,1139.0,2079.0,1660
114,23/1/2012,2015.0,1556.0,7629.0,1661
114,23/1/2012,2016.0,811.0,2875.0,1662
114,23/1/2012,2017.0,909.0,3835.0,1663
115,5/2/1998,1998.0,1418.0,5930.0,1664
115,5/2/1998,1999.0,645.0,2633.0,1665
115,5/2/1998,2000.0,1515.0,6416.0,1666
115,5/2/1998,2001.0,1315.0,2303.0,1667
115,5/2/1998,2002.0,1086.0,3017.0,1668
115,5/2/1998,2003.0,543.0,1502.0,1669
115,5/2/1998,2004.0,1435.0,2165.0,1670
115,5/2/1998,2005.0,260.0,1160.0,1671
115,5/2/1998,2006.0,1107.0,3369.0,1672
115,5/2/1998,2007.0,511.0,1803.0,1673
115,5/2/1998,2008.0,983.0,1460.0,1674
115,5/2/1998,2009.0,1617.0,4432.0,1675
115,5/2/1998,2010.0,1561.0,2674.0,1676
115,5/2/1998,2011.0,1224.0,2011.0,1677
115,5/2/1998,2012.0,744.0,2507.0,1678
115,5/2/1998,2013.0,530.0,1784.0,1679
115,5/2/1998,2014.0,430.0,823.0,1680
115,5/2/1998,2015.0,1346.0,1790.0,1681
115,5/2/1998,2016.0,1192.0,5813.0,1682
115,5/2/1998,2017.0,1745.0,3401.0,1683
116,19/12/2003,2003.0,91.0,375.0,1684
116,19/12/2003,2004.0,170.0,814.0,1685
116,19/12/2003,2005.0,1410.0,1963.0,1686
116,19/12/2003,2006.0,629.0,2717.0,1687
116,19/12/2003,2007.0,1624.0,4029.0,1688
116,19/12/2003,2008.0,167.0,177.0,1689
116,19/12/2003,2009.0,1842.0,6603.0,1690
116,19/12/2003,2010.0,524.0,571.0,1691
116,19/12/2003,2011.0,427.0,2000.0,1692
116,19/12/2003,2012.0,1176.0,1492.0,1693
116,19/12/2003,2013.0,1529.0,1564.0,1694
116,19/12/2003,2014.0,1746.0,4542.0,1695
116,19/12/2003,2015.0,1062.0,3579.0,1696
116,19/12/2003,2016.0,1642.0,3117.0,1697
116,19/12/2003,2017.0,934.0,3850.0,1698
117,7/12/1999,1999.0,52.0,62.0,1699
117,7/12/1999,2000.0,319.0,1346.0,1700
117,7/12/1999,2001.0,1100.0,2318.0,1701
117,7/12/1999,2002.0,454.0,795.0,1702
117,7/12/1999,2003.0,1346.0,5962.0,1703
117,7/12/1999,2004.0,1852.0,5371.0,1704
117,7/12/1999,2005.0,1700.0,5807.0,1705
117,7/12/1999,2006.0,1705.0,4688.0,1706
117,7/12/1999,2007.0,1360.0,3404.0,1707
117,7/12/1999,2008.0,1405.0,2690.0,1708
117,7/12/1999,2009.0,1206.0,2496.0,1709
117,7/12/1999,2010.0,993.0,3800.0,1710
117,7/12/1999,2011.0,1798.0,7778.0,1711
117,7/12/1999,2012.0,1679.0,7760.0,1712
117,7/12/1999,2013.0,1543.0,6411.0,1713
117,7/12/1999,2014.0,1512.0,4395.0,1714
117,7/12/1999,2015.0,994.0,1324.0,1715
117,7/12/1999,2016.0,1472.0,2938.0,1716
117,7/12/1999,2017.0,1812.0,2248.0,1717
118,23/1/2009,2009.0,285.0,375.0,1718
118,23/1/2009,2010.0,1676.0,4971.0,1719
118,23/1/2009,2011.0,262.0,704.0,1720
118,23/1/2009,2012.0,1564.0,7293.0,1721
118,23/1/2009,2013.0,1609.0,4401.0,1722
118,23/1/2009,2014.0,334.0,718.0,1723
118,23/1/2009,2015.0,458.0,1697.0,1724
118,23/1/2009,2016.0,1035.0,4213.0,1725
118,23/1/2009,2017.0,1116.0,2064.0,1726
119,7/12/1992,1992.0,9.0,20.0,1727
119,7/12/1992,1993.0,370.0,809.0,1728
119,7/12/1992,1994.0,968.0,4719.0,1729
119,7/12/1992,1995.0,1187.0,5828.0,1730
119,7/12/1992,1996.0,1859.0,7729.0,1731
119,7/12/1992,1997.0,906.0,944.0,1732
119,7/12/1992,1998.0,1254.0,5119.0,1733
119,7/12/1992,1999.0,1829.0,6505.0,1734
119,7/12/1992,2000.0,1650.0,1907.0,1735
119,7/12/1992,2001.0,1442.0,5905.0,1736
119,7/12/1992,2002.0,1080.0,3261.0,1737
119,7/12/1992,2003.0,1869.0,5523.0,1738
119,7/12/1992,2004.0,181.0,443.0,1739
119,7/12/1992,2005.0,1378.0,1617.0,1740
119,7/12/1992,2006.0,1298.0,2802.0,1741
119,7/12/1992,2007.0,336.0,1143.0,1742
119,7/12/1992,2008.0,1153.0,5129.0,1743
119,7/12/1992,2009.0,1128.0,3650.0,1744
119,7/12/1992,2010.0,826.0,1433.0,1745
119,7/12/1992,2011.0,265.0,299.0,1746
119,7/12/1992,2012.0,874.0,3390.0,1747
119,7/12/1992,2013.0,1292.0,1410.0,1748
119,7/12/1992,2014.0,286.0,741.0,1749
119,7/12/1992,2015.0,542.0,605.0,1750
119,7/12/1992,2016.0,1445.0,5306.0,1751
119,7/12/1992,2017.0,1330.0,3606.0,1752
120,21/5/2001,2001.0,331.0,1293.0,1753
120,21/5/2001,2002.0,1354.0,4471.0,1754
120,21/5/2001,2003.0,248.0,966.0,1755
120,21/5/2001,2004.0,1677.0,4628.0,1756
120,21/5/2001,2005.0,1173.0,4278.0,1757
120,21/5/2001,2006.0,287.0,545.0,1758
120,21/5/2001,2007.0,1625.0,6215.0,1759
120,21/5/2001,2008.0,1047.0,1688.0,1760
120,21/5/2001,2009.0,945.0,1384.0,1761
120,21/5/2001,2010.0,1132.0,3104.0,1762
120,21/5/2001,2011.0,991.0,1247.0,1763
120,21/5/2001,2012.0,433.0,645.0,1764
120,21/5/2001,2013.0,372.0,1016.0,1765
120,21/5/2001,2014.0,1282.0,3744.0,1766
120,21/5/2001,2015.0,876.0,1565.0,1767
120,21/5/2001,2016.0,993.0,1944.0,1768
120,21/5/2001,2017.0,1664.0,4343.0,1769
121,23/3/1996,1996.0,511.0,2460.0,1770
121,23/3/1996,1997.0,1846.0,6621.0,1771
121,23/3/1996,1998.0,1034.0,3266.0,1772
121,23/3/1996,1999.0,1123.0,3851.0,1773
121,23/3/1996,2000.0,599.0,1061.0,1774
121,23/3/1996,2001.0,1695.0,5861.0,1775
121,23/3/1996,2002.0,1486.0,3129.0,1776
121,23/3/1996,2003.0,1732.0,2270.0,1777
121,23/3/1996,2004.0,297.0,1412.0,1778
121,23/3/1996,2005.0,733.0,2062.0,1779
121,23/3/1996,2006.0,1569.0,6661.0,1780
121,23/3/1996,2007.0,721.0,748.0,1781
121,23/3/1996,2008.0,1203.0,4242.0,1782
121,23/3/1996,2009.0,979.0,2741.0,1783
121,23/3/1996,2010.0,779.0,3485.0,1784
121,23/3/1996,2011.0,1737.0,2979.0,1785
121,23/3/1996,2012.0,698.0,2524.0,1786
121,23/3/1996,2013.0,705.0,1047.0,1787
121,23/3/1996,2014.0,574.0,851.0,1788
121,23/3/1996,2015.0,1064.0,4836.0,1789
121,23/3/1996,2016.0,1876.0,5471.0,1790
121,23/3/1996,2017.0,148.0,319.0,1791
122,23/10/2001,2001.0,313.0,908.0,1792
122,23/10/2001,2002.0,772.0,3857.0,1793
122,23/10/2001,2003.0,1232.0,2324.0,1794
122,23/10/2001,2004.0,309.0,1485.0,1795
122,23/10/2001,2005.0,1776.0,7028.0,1796
122,23/10/2001,2006.0,1015.0,1364.0,1797
122,23/10/2001,2007.0,1853.0,9123.0,1798
122,23/10/2001,2008.0,1515.0,5073.0,1799
122,23/10/2001,2009.0,280.0,550.0,1800
122,23/10/2001,2010.0,495.0,2138.0,1801
122,23/10/2001,2011.0,1431.0,2799.0,1802
122,23/10/2001,2012.0,1815.0,3842.0,1803
122,23/10/2001,2013.0,407.0,765.0,1804
122,23/10/2001,2014.0,1412.0,7027.0,1805
122,23/10/2001,2015.0,1470.0,3262.0,1806
122,23/10/2001,2016.0,489.0,495.0,1807
122,23/10/2001,2017.0,1272.0,3651.0,1808
123,4/3/1991,1991.0,1506.0,2538.0,1809
123,4/3/1991,1992.0,547.0,1351.0,1810
123,4/3/1991,1993.0,1026.0,5001.0,1811
123,4/3/1991,1994.0,982.0,3577.0,1812
123,4/3/1991,1995.0,1301.0,5751.0,1813
123,4/3/1991,1996.0,1889.0,2407.0,1814
123,4/3/1991,1997.0,1566.0,4259.0,1815
123,4/3/1991,1998.0,1067.0,4585.0,1816
123,4/3/1991,1999.0,1714.0,8524.0,1817
123,4/3/1991,2000.0,1622.0,4670.0,1818
123,4/3/1991,2001.0,564.0,602.0,1819
123,4/3/1991,2002.0,1352.0,4909.0,1820
123,4/3/1991,2003.0,126.0,352.0,1821
123,4/3/1991,2004.0,593.0,2517.0,1822
123,4/3/1991,2005.0,1097.0,1875.0,1823
123,4/3/1991,2006.0,893.0,2909.0,1824
123,4/3/1991,2007.0,538.0,1758.0,1825
123,4/3/1991,2008.0,263.0,1106.0,1826
123,4/3/1991,2009.0,1311.0,4683.0,1827
123,4/3/1991,2010.0,1055.0,5237.0,1828
123,4/3/1991,2011.0,284.0,394.0,1829
123,4/3/1991,2012.0,232.0,532.0,1830
123,4/3/1991,2013.0,366.0,1235.0,1831
123,4/3/1991,2014.0,991.0,1325.0,1832
123,4/3/1991,2015.0,742.0,1176.0,1833
123,4/3/1991,2016.0,163.0,719.0,1834
123,4/3/1991,2017.0,1034.0,4546.0,1835
124,4/9/1993,1993.0,509.0,560.0,1836
124,4/9/1993,1994.0,873.0,1768.0,1837
124,4/9/1993,1995.0,1206.0,4361.0,1838
124,4/9/1993,1996.0,388.0,889.0,1839
124,4/9/1993,1997.0,1741.0,6810.0,1840
124,4/9/1993,1998.0,1110.0,1378.0,1841
124,4/9/1993,1999.0,1718.0,4450.0,1842
124,4/9/1993,2000.0,1771.0,6466.0,1843
124,4/9/1993,2001.0,219.0,591.0,1844
124,4/9/1993,2002.0,1195.0,3494.0,1845
124,4/9/1993,2003.0,1758.0,8672.0,1846
124,4/9/1993,2004.0,1622.0,6794.0,1847
124,4/9/1993,2005.0,664.0,1240.0,1848
124,4/9/1993,2006.0,1291.0,5443.0,1849
124,4/9/1993,2007.0,595.0,2745.0,1850
124,4/9/1993,2008.0,630.0,2073.0,1851
124,4/9/1993,2009.0,631.0,1564.0,1852
124,4/9/1993,2010.0,431.0,1252.0,1853
124,4/9/1993,2011.0,164.0,338.0,1854
124,4/9/1993,2012.0,1093.0,4518.0,1855
124,4/9/1993,2013.0,989.0,4758.0,1856
124,4/9/1993,2014.0,1697.0,4800.0,1857
124,4/9/1993,2015.0,1823.0,3074.0,1858
124,4/9/1993,2016.0,1794.0,3421.0,1859
124,4/9/1993,2017.0,618.0,2697.0,1860
125,19/5/2016,2016.0,493.0,2120.0,1861
125,19/5/2016,2017.0,1293.0,2572.0,1862
126,14/12/1997,1997.0,69.0,72.0,1863
126,14/12/1997,1998.0,1640.0,5640.0,1864
126,14/12/1997,1999.0,834.0,1590.0,1865
126,14/12/1997,2000.0,857.0,1296.0,1866
126,14/12/1997,2001.0,1796.0,3835.0,1867
126,14/12/1997,2002.0,948.0,4461.0,1868
126,14/12/1997,2003.0,404.0,1795.0,1869
126,14/12/1997,2004.0,1436.0,4279.0,1870
126,14/12/1997,2005.0,978.0,1943.0,1871
126,14/12/1997,2006.0,1179.0,2962.0,1872
126,14/12/1997,2007.0,1467.0,4740.0,1873
126,14/12/1997,2008.0,472.0,2010.0,1874
126,14/12/1997,2009.0,1705.0,1927.0,1875
126,14/12/1997,2010.0,1796.0,2744.0,1876
126,14/12/1997,2011.0,1754.0,7991.0,1877
126,14/12/1997,2012.0,470.0,1367.0,1878
126,14/12/1997,2013.0,1803.0,2648.0,1879
126,14/12/1997,2014.0,1650.0,1715.0,1880
126,14/12/1997,2015.0,557.0,2534.0,1881
126,14/12/1997,2016.0,132.0,185.0,1882
126,14/12/1997,2017.0,1188.0,1960.0,1883
127,12/11/2017,2017.0,178.0,676.0,1884
128,24/10/2003,2003.0,60.0,219.0,1885
128,24/10/2003,2004.0,1257.0,2261.0,1886
128,24/10/2003,2005.0,1265.0,5707.0,1887
128,24/10/2003,2006.0,1517.0,2377.0,1888
128,24/10/2003,2007.0,1910.0,2886.0,1889
128,24/10/2003,2008.0,526.0,681.0,1890
128,24/10/2003,2009.0,101.0,483.0,1891
128,24/10/2003,2010.0,1739.0,4386.0,1892
128,24/10/2003,2011.0,1358.0,4488.0,1893
128,24/10/2003,2012.0,1130.0,5568.0,1894
128,24/10/2003,2013.0,1050.0,1558.0,1895
128,24/10/2003,2014.0,988.0,1770.0,1896
128,24/10/2003,2015.0,464.0,902.0,1897
128,24/10/2003,2016.0,323.0,1128.0,1898
128,24/10/2003,2017.0,1611.0,5395.0,1899
129,10/4/2011,2011.0,1348.0,6111.0,1900
129,10/4/2011,2012.0,1419.0,5022.0,1901
129,10/4/2011,2013.0,1193.0,5712.0,1902
129,10/4/2011,2014.0,1804.0,6432.0,1903
129,10/4/2011,2015.0,774.0,1495.0,1904
129,10/4/2011,2016.0,343.0,1660.0,1905
129,10/4/2011,2017.0,478.0,1882.0,1906
130,26/2/2017,2017.0,1753.0,5128.0,1907
131,14/9/2016,2016.0,354.0,1332.0,1908
131,14/9/2016,2017.0,800.0,3436.0,1909
132,12/12/2006,2006.0,51.0,124.0,1910
132,12/12/2006,2007.0,773.0,2962.0,1911
132,12/12/2006,2008.0,552.0,1534.0,1912
132,12/12/2006,2009.0,282.0,987.0,1913
132,12/12/2006,2010.0,1100.0,4800.0,1914
132,12/12/2006,2011.0,591.0,2169.0,1915
132,12/12/2006,2012.0,828.0,1137.0,1916
132,12/12/2006,2013.0,1600.0,5277.0,1917
132,12/12/2006,2014.0,551.0,2248.0,1918
132,12/12/2006,2015.0,1871.0,2221.0,1919
132,12/12/2006,2016.0,661.0,2562.0,1920
132,12/12/2006,2017.0,188.0,263.0,1921
133,27/3/2001,2001.0,1340.0,4249.0,1922
133,27/3/2001,2002.0,339.0,444.0,1923
133,27/3/2001,2003.0,987.0,2218.0,1924
133,27/3/2001,2004.0,1701.0,6501.0,1925
133,27/3/2001,2005.0,431.0,573.0,1926
133,27/3/2001,2006.0,1632.0,3070.0,1927
133,27/3/2001,2007.0,629.0,2267.0,1928
133,27/3/2001,2008.0,1264.0,4477.0,1929
133,27/3/2001,2009.0,374.0,380.0,1930
133,27/3/2001,2010.0,172.0,852.0,1931
133,27/3/2001,2011.0,597.0,2472.0,1932
133,27/3/2001,2012.0,1456.0,6459.0,1933
133,27/3/2001,2013.0,341.0,1206.0,1934
133,27/3/2001,2014.0,1705.0,2860.0,1935
133,27/3/2001,2015.0,731.0,3083.0,1936
133,27/3/2001,2016.0,1573.0,5213.0,1937
133,27/3/2001,2017.0,717.0,1686.0,1938
134,12/1/1998,1998.0,1556.0,5963.0,1939
134,12/1/1998,1999.0,1094.0,2336.0,1940
134,12/1/1998,2000.0,1128.0,2093.0,1941
134,12/1/1998,2001.0,1332.0,5127.0,1942
134,12/1/1998,2002.0,1852.0,6691.0,1943
134,12/1/1998,2003.0,1401.0,3036.0,1944
134,12/1/1998,2004.0,1385.0,1448.0,1945
134,12/1/1998,2005.0,822.0,2591.0,1946
134,12/1/1998,2006.0,1234.0,3560.0,1947
134,12/1/1998,2007.0,1856.0,4478.0,1948
134,12/1/1998,2008.0,575.0,975.0,1949
134,12/1/1998,2009.0,680.0,1935.0,1950
134,12/1/1998,2010.0,1904.0,4249.0,1951
134,12/1/1998,2011.0,286.0,790.0,1952
134,12/1/1998,2012.0,258.0,592.0,1953
134,12/1/1998,2013.0,993.0,2245.0,1954
134,12/1/1998,2014.0,1633.0,6459.0,1955
134,12/1/1998,2015.0,455.0,642.0,1956
134,12/1/1998,2016.0,1427.0,4972.0,1957
134,12/1/1998,2017.0,494.0,2306.0,1958
135,23/1/2013,2013.0,1637.0,2184.0,1959
135,23/1/2013,2014.0,1723.0,8147.0,1960
135,23/1/2013,2015.0,241.0,647.0,1961
135,23/1/2013,2016.0,1357.0,5044.0,1962
135,23/1/2013,2017.0,1061.0,4128.0,1963
136,25/3/2010,2010.0,224.0,992.0,1964
136,25/3/2010,2011.0,207.0,328.0,1965
136,25/3/2010,2012.0,135.0,639.0,1966
136,25/3/2010,2013.0,1217.0,2047.0,1967
136,25/3/2010,2014.0,1398.0,4886.0,1968
136,25/3/2010,2015.0,1730.0,6071.0,1969
136,25/3/2010,2016.0,1666.0,4729.0,1970
136,25/3/2010,2017.0,1247.0,5717.0,1971
137,9/6/1996,1996.0,841.0,1053.0,1972
137,9/6/1996,1997.0,1279.0,2060.0,1973
137,9/6/1996,1998.0,479.0,1128.0,1974
137,9/6/1996,1999.0,761.0,3321.0,1975
137,9/6/1996,2000.0,168.0,820.0,1976
137,9/6/1996,2001.0,814.0,1015.0,1977
137,9/6/1996,2002.0,1344.0,6699.0,1978
137,9/6/1996,2003.0,1840.0,2890.0,1979
137,9/6/1996,2004.0,328.0,1447.0,1980
137,9/6/1996,2005.0,1264.0,4437.0,1981
137,9/6/1996,2006.0,1484.0,4341.0,1982
137,9/6/1996,2007.0,111.0,394.0,1983
137,9/6/1996,2008.0,1709.0,6442.0,1984
137,9/6/1996,2009.0,950.0,1384.0,1985
137,9/6/1996,2010.0,189.0,741.0,1986
137,9/6/1996,2011.0,1283.0,2126.0,1987
137,9/6/1996,2012.0,284.0,405.0,1988
137,9/6/1996,2013.0,552.0,2605.0,1989
137,9/6/1996,2014.0,153.0,710.0,1990
137,9/6/1996,2015.0,1719.0,7863.0,1991
137,9/6/1996,2016.0,772.0,2309.0,1992
